name,gender,wikipedia_page,award_comb,state,first_honours_date,first_honours_year,pre_post_wikipedia,wikipedia_url,wikipedia_page_id,award_id,wp_creation_date,honours_date,wikipedia_creation_year,honours_year,award_name,announcement_event,division,citation,person_description,number_of_honours,new_honours_date,new_honours_year,wp_creation_year,time_diff,year_diff,wikipedia_week,new_honours_week,week_diff
Alan Seymour,Male,Yes,OAM,NSW,2007-06-10,2007,Post,https://en.wikipedia.org/wiki/Alan_Seymour,2775329,1135114,2005-09-27,2007-06-10,2005,2007,Medal of the Order of Australia,The Queen's Birthday 2007 Honours List,G,"For service to the arts as a playwright and writer of screenplays, television scripts and novel adaptations.",Australian playwright,1,2007-06-10,2007,2005,-621,-2,2005-W39,2007-W23,-89
Alan Stockdale,Male,Yes,AO,VIC,2016-06-12,2016,Post,https://en.wikipedia.org/wiki/Alan_Stockdale,9973616,1153706,2007-03-11,2016-06-12,2007,2016,Officer of the Order of Australia,The Queen's Birthday 2016 Honours List,G,"For distinguished service to the people and Parliament of Victoria as Treasurer, particularly through the implementation of fiscal policy and microeconomic reforms.",Australian politician,1,2016-06-12,2016,2007,-3381,-9,2007-W10,2016-W23,-483
Alan Stretton,Male,Yes,AO,Other,1975-06-08,1975,Pre,https://en.wikipedia.org/wiki/Alan_Stretton,1138378,879621,2004-11-07,1975-06-08,2004,1975,Officer of the Order of Australia,The Queen's Birthday 1975 Honours List,M,AO (MILITARY DIVISION) QB 1975. CBE 1971. OBE QB 1965. MBE 1955,Australian rules footballer and general,1,2001-01-15,2001,2004,1392,3,2004-W45,2001-W03,198
Alan Woods (public servant),Male,Yes,AC,ACT,1985-01-25,1985,Pre,https://en.wikipedia.org/wiki/Alan_Woods_(public_servant),41628033,885266,2014-01-13,1989-01-25,2014,1989,Companion of the Order of Australia,Australia Day 1989 Honours List,G,"AO AD 85. FOR PUBLIC SERVICE, PARTICULARLY AS SECRETARY TO THE DEPARTMENT OF RESOURCES AND ENERGY. AC AD 89. FOR PUBLIC SERVICE, PARTICULARLY AS SECRETARY TO THE DEPARTMENT OF DEFENCE",Australian public servant,2,2001-01-15,2001,2014,4746,13,2014-W03,2001-W03,678
Alan Wrigley,Male,Yes,AO,ACT,1989-06-11,1989,Pre,https://en.wikipedia.org/wiki/Alan_Wrigley,43607137,885231,2014-08-20,1989-06-11,2014,1989,Officer of the Order of Australia,The Queen's Birthday 1989 Honours List,G,AO QB89. FOR PUBLIC SERVICE PARTICULARLY AS DIRECTOR GENERAL OF THE AUSTRALIAN SECURITY INTELLIGENCE ORGANISATION,"Australian writer, public servant and  Director-General of Security",1,2001-01-15,2001,2014,4965,13,2014-W34,2001-W03,709
Alanna Nobbs,Male,Yes,AM,NSW,2012-06-10,2012,Post,https://en.wikipedia.org/wiki/Alanna_Nobbs,34152717,1145914,2011-12-22,2012-06-10,2011,2012,Member of the Order of Australia,The Queen's Birthday 2012 Honours List,G,"For service to education in the fields of ancient history and the classics as an educator, and through leadership roles in professional organisations, particularly the Society for the Study of Early Christianity.",Australian academic,1,2012-06-10,2012,2011,-171,-1,2011-W51,2012-W23,-25
Alasdair Webster,Male,Yes,OAM,NSW,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Alasdair_Webster,17569879,1137857,2008-05-23,2008-01-25,2008,2008,Medal of the Order of Australia,Australia Day 2008 Honours List,G,"For service to the Parliament of Australia, and to the community through Indigenous, educational and service organisations.",Australian politician,1,2008-01-25,2008,2008,119,0,2008-W21,2008-W04,17
Alastair MacLennan (obstetrician),Male,Yes,AO,SA,2011-01-25,2011,Post,https://en.wikipedia.org/wiki/Alastair_MacLennan_(obstetrician),52451385,1143418,2016-12-02,2011-01-25,2016,2011,Officer of the Order of Australia,Australia Day 2011 Honours List,G,"For distinguished service to medicine as a leading researcher and practitioner in the areas of obstetrics and gynaecology and the causes of cerebral palsy, to medical education, and to professional development.","Scottish-Australian doctor, professor of obstetrics and gynaecology, medical researcher, and a community health advocate",1,2011-01-25,2011,2016,2138,5,2016-W48,2011-W04,305
Alastair Nicholson,Male,Yes,AO,VIC,1992-01-25,1992,Pre,https://en.wikipedia.org/wiki/Alastair_Nicholson,24616945,879248,2009-10-08,1992-01-25,2009,1992,Officer of the Order of Australia,Australia Day 1992 Honours List,M,AO/AD 1992 (MILITARY DIVISION). FOR SERVICE TO THE ROYAL AUSTRALIAN AIR FORCE AS JUDGE ADVOCATE GENERAL OF THE AUSTRALIAN DEFENCE FORCE,Australian judge,1,2001-01-15,2001,2009,3188,8,2009-W41,2001-W03,455
Alban Lynch,Male,Yes,AO,QLD,1987-06-07,1987,Pre,https://en.wikipedia.org/wiki/Alban_Lynch,62481151,884285,2019-12-02,1999-01-25,2019,1999,Officer of the Order of Australia,Australia Day 1999 Honours List,G,"AM. FOR SERVICE TO THE MINING INDUSTRY, PARTICULARLY IN THE AREA OF RESEARCH AND EDUCATION ON THE APPLICATION OF ENGINEERING TECHNOLOGY IN MINERALS PROCESSING. AO S16 1999",Australian mining engineer,2,2001-01-15,2001,2019,6895,18,2019-W49,2001-W03,985
Albert Arlen,Male,Yes,AM,QLD,1990-01-25,1990,Pre,https://en.wikipedia.org/wiki/Albert_Arlen,20436904,870246,2008-11-28,1990-01-25,2008,1990,Member of the Order of Australia,Australia Day 1990 Honours List,G,In recognition of service to music and the performing arts,Australian actor and musician,1,2001-01-15,2001,2008,2874,7,2008-W48,2001-W03,410
Albert Pugsley,Male,Yes,AM,VIC,1981-01-25,1981,Pre,https://en.wikipedia.org/wiki/Albert_Pugsley,24353802,884634,2009-09-16,1981-01-25,2009,1981,Member of the Order of Australia,Australia Day 1981 Honours List,G,"AM AUST DAY 1981. FOR SERVICE TO AGRICULTURE, PARTICULARLY IN THE FIELD OF WHEAT RESEARCH",Australian agricultural scientist and wheat breeder,1,2001-01-15,2001,2009,3166,8,2009-W38,2001-W03,452
Albert Ullin,Male,Yes,OAM,VIC,1997-01-25,1997,Pre,https://en.wikipedia.org/wiki/Albert_Ullin,58466787,871283,2018-09-12,1997-01-25,2018,1997,Medal of the Order of Australia,Australia Day 1997 Honours List,G,OAM. FOR SERVICE TO THE PROMOTION OF CHILDRENS LITERATURE IN AUSTRALIA AND OVERSEAS. GAZ S13. AUST DAY 1997,German-Australian bookseller,1,2001-01-15,2001,2018,6449,17,2018-W37,2001-W03,921
Albie Thomas,Male,Yes,OAM,NSW,2013-06-09,2013,Post,https://en.wikipedia.org/wiki/Albie_Thomas,27029272,1148274,2010-04-20,2013-06-09,2010,2013,Medal of the Order of Australia,The Queen's Birthday 2013 Honours List,G,"For service to athletics as an athlete, administrator and promoter of charitable events, and to the community.",Australian athletics competitor,1,2013-06-09,2013,2010,-1146,-3,2010-W16,2013-W23,-164
Alec Fong Lim,Male,Yes,AM,NT,1986-06-08,1986,Pre,https://en.wikipedia.org/wiki/Alec_Fong_Lim,24108985,882587,2009-08-26,1986-06-08,2009,1986,Member of the Order of Australia,The Queen's Birthday 1986 Honours List,G,In recognition of service to the community and to local government,Australian mayor,1,2001-01-15,2001,2009,3145,8,2009-W35,2001-W03,449
Alec Hill,Male,Yes,AM,ACT,2006-01-25,2006,Post,https://en.wikipedia.org/wiki/Alec_Hill,25913426,1131399,2010-01-23,2006-01-25,2010,2006,Member of the Order of Australia,Australia Day 2006 Honours List,G,"For service to education in the field of Australian military history, to the Australian War Memorial as a writer and as a mentor to historians, and as a contributor to the Australian Dictionary of Biography.",Australian historian,1,2006-01-25,2006,2010,1459,4,2010-W03,2006-W04,208
Alec Lazenby,Male,Yes,AO,TAS,1988-01-25,1988,Pre,https://en.wikipedia.org/wiki/Alec_Lazenby,35322086,881238,2012-04-05,1988-01-25,2012,1988,Officer of the Order of Australia,Australia Day 1988 Honours List,G,AO AD88. FOR SERVICE TO LEARNING,academic,1,2001-01-15,2001,2012,4098,11,2012-W14,2001-W03,585
Alec Ross (tour guide),Male,Yes,OAM,NT,2013-06-09,2013,Post,https://en.wikipedia.org/wiki/Alec_Ross_(tour_guide),54127492,1148224,2017-05-24,2013-06-09,2017,2013,Medal of the Order of Australia,The Queen's Birthday 2013 Honours List,G,For service to tourism in central Australia.,Australian tour guide,1,2013-06-09,2013,2017,1445,4,2017-W21,2013-W23,206
Alessandra Pucci,Female,Yes,AO,NSW,1988-06-12,1988,Pre,https://en.wikipedia.org/wiki/Alessandra_Pucci,69377172,885942,2021-11-28,1988-06-12,2021,1988,Officer of the Order of Australia,The Queen's Birthday 1988 Honours List,G,"AO QB 1988. FOR SERVICE TO THE COMMUNITY, PARTICULARLY IN THE FIELD OF BIOTECHNOLOGY, AND TO INDUSTRY",biochemist,1,2001-01-15,2001,2021,7622,20,2021-W47,2001-W03,1088
Alex Cearns,Female,Yes,OAM,WA,2019-01-25,2019,Post,https://en.wikipedia.org/wiki/Alex_Cearns,38366004,2002519,2013-01-30,2019-01-25,2013,2019,Medal of the Order of Australia,Australia Day 2019 Honours List,G,For service to the community through charitable organisations.,"Australian photographer, writer",1,2019-01-25,2019,2013,-2186,-6,2013-W05,2019-W04,-313
Alex Chernov,Male,Yes,AC,VIC,2007-06-10,2007,Post,https://en.wikipedia.org/wiki/Alex_Chernov,9804900,1145046,2007-03-02,2012-01-25,2007,2012,Companion of the Order of Australia,Australia Day 2012 Honours List,G,"For eminent service to the people of Victoria, to the advancement of higher education, particularly the development of academic and administrative programs at the University of Melbourne, through the establishment of the Australia India Institute, and to the judiciary.","Australian jurist, Supreme Court judge, Governor of Victoria",2,2007-06-10,2007,2007,-100,0,2007-W09,2007-W23,-15
Alex Freeleagus,Male,Yes,AO,QLD,1995-06-11,1995,Pre,https://en.wikipedia.org/wiki/Alex_Freeleagus,6122810,871553,2006-07-26,1995-06-11,2006,1995,Officer of the Order of Australia,The Queen's Birthday 1995 Honours List,G,"For service to the community, particularly to the welfare of the Greek community in Queensland and to the ex-service community.",Australian lawyer,1,2001-01-15,2001,2006,2018,5,2006-W30,2001-W03,288
Alex George (botanist),Male,Yes,AM,WA,2012-06-10,2012,Post,https://en.wikipedia.org/wiki/Alex_George_(botanist),3099530,1145849,2005-11-07,2012-06-10,2005,2012,Member of the Order of Australia,The Queen's Birthday 2012 Honours List,G,"For service to conservation and the environment as a botanist, historian and author, particularly in the area of Australian flora, and through roles with national and international professional organisations.",Australian botanist,1,2012-06-10,2012,2005,-2407,-7,2005-W45,2012-W23,-344
Alex Gillon,Male,Yes,AM,VIC,1987-01-25,1987,Pre,https://en.wikipedia.org/wiki/Alex_Gillon,44424717,882430,2014-11-17,1987-01-25,2014,1987,Member of the Order of Australia,Australia Day 1987 Honours List,G,For service to local government.,"Australian rules football player and administrator; local councillor, mayor and commissioner (1909-2007)",1,2001-01-15,2001,2014,5054,13,2014-W47,2001-W03,722
Alex Griffiths (environmentalist),Male,Yes,AM,QLD,1976-01-25,1976,Pre,https://en.wikipedia.org/wiki/Alex_Griffiths_(environmentalist),9356264,878244,2007-02-07,1976-01-25,2007,1976,Member of the Order of Australia,Australia Day 1976 Honours List,G,AM. (CIVIL DIVISION) AUST DAY 1976,Australian beekeeper and environmentalist,1,2001-01-15,2001,2007,2214,6,2007-W06,2001-W03,316
Alex Stitt,Male,Yes,AM,VIC,2016-06-12,2016,Post,https://en.wikipedia.org/wiki/Alex_Stitt,56661395,1153827,2018-02-23,2016-06-12,2018,2016,Member of the Order of Australia,The Queen's Birthday 2016 Honours List,G,"For service to the graphic arts profession, to the animated film and television industry, and to the community through public health programs.",NA,1,2016-06-12,2016,2018,621,2,2018-W08,2016-W23,88
Alex Wodak,Male,Yes,AM,NSW,2010-06-13,2010,Post,https://en.wikipedia.org/wiki/Alex_Wodak,37019317,1142756,2012-09-15,2010-06-13,2012,2010,Member of the Order of Australia,The Queen's Birthday 2010 Honours List,G,"For service to medicine and public health, particularly in the area of drug and alcohol dependency treatment, through legislative reform, and to medical education.",Australian physician,1,2010-06-13,2010,2012,825,2,2012-W37,2010-W23,117
Alex Zelinsky,Male,Yes,AO,ACT,2017-06-11,2017,Post,https://en.wikipedia.org/wiki/Alex_Zelinsky,35900874,1769722,2012-05-22,2017-06-11,2012,2017,Officer of the Order of Australia,The Queen's Birthday 2017 Honours List,G,"For distinguished service to defence science and technology, to systems engineering, and to education as an academic and researcher.",Australian scientist,1,2017-06-11,2017,2012,-1846,-5,2012-W21,2017-W23,-264
Alexander Boden,Male,Yes,AO,NSW,1984-06-10,1984,Pre,https://en.wikipedia.org/wiki/Alexander_Boden,38503933,886060,2013-02-13,1984-06-10,2013,1984,Officer of the Order of Australia,The Queen's Birthday 1984 Honours List,G,In recognition of service to the community and science,"Philanthropist, industrialist, publisher",1,2001-01-15,2001,2013,4412,12,2013-W07,2001-W03,630
Alexander Clifford Beauglehole,Male,Yes,OAM,VIC,1984-01-25,1984,Pre,https://en.wikipedia.org/wiki/Alexander_Clifford_Beauglehole,42607706,878201,2014-04-28,1984-01-25,2014,1984,Medal of the Order of Australia,Australia Day 1984 Honours List,G,"In recognition of service to botany, conservation and ornithology",Australian botanist and naturalist (1920-2002),1,2001-01-15,2001,2014,4851,13,2014-W18,2001-W03,693
Alexander Downer,Male,Yes,AC,SA,2013-01-25,2013,Post,https://en.wikipedia.org/wiki/Alexander_Downer,331078,1146684,2003-09-29,2013-01-25,2003,2013,Companion of the Order of Australia,Australia Day 2013 Honours List,G,"For eminent service to the Parliament of Australia through the advancement of international relations and foreign policy, particularly in the areas of security, trade and humanitarian aid, and to the community of South Australia.",Australian politician,1,2013-01-25,2013,2003,-3406,-10,2003-W40,2013-W04,-487
Alexander Floyd,Male,Yes,OAM,NSW,2008-01-25,2008,Post,https://en.wikipedia.org/wiki/Alexander_Floyd,23078305,1137630,2009-06-03,2008-01-25,2009,2008,Medal of the Order of Australia,Australia Day 2008 Honours List,G,"For service to botany, particularly through research and identification of sub-tropical rainforest plants and through support for the North Coast Regional Botanic Gardens, and to conservation and environmental education.",Australian botanist,1,2008-01-25,2008,2009,495,1,2009-W23,2008-W04,70
Alexander Haslam,Male,Yes,AM,QLD,2022-01-26,2022,Post,https://en.wikipedia.org/wiki/Alexander_Haslam,8770010,2010423,2007-01-06,2022-01-26,2007,2022,Member of the Order of Australia,Australia Day 2022 Honours List,G,"For significant service to tertiary education, particularly psychology, though research and mentoring.",British social psychologist,1,2022-01-26,2022,2007,-5499,-15,2007-W01,2022-W04,-786
Alexander Tzannes,Male,Yes,AM,NSW,2014-06-08,2014,Post,https://en.wikipedia.org/wiki/Alexander_Tzannes,15528133,1150131,2008-02-01,2014-06-08,2008,2014,Member of the Order of Australia,The Queen's Birthday 2014 Honours List,G,"For significant service to architecture, as a practitioner and educator, and through professional organisations.",Australian architect,1,2014-06-08,2014,2008,-2319,-6,2008-W05,2014-W23,-332
Alexandra Hasluck,Female,Yes,ADK,WA,1978-06-05,1978,Pre,https://en.wikipedia.org/wiki/Alexandra_Hasluck,2509031,869902,2005-08-22,1978-06-05,2005,1978,Dame of the Order of Australia,The Queen's Birthday 1978 Honours List,G,For pre-eminent achievement in the fields of literature and history and for extraordinary and meritorious public service to Australia.,Australian author and historian,1,2001-01-15,2001,2005,1680,4,2005-W34,2001-W03,240
Alexandre Hay,Male,Yes,AC,Other,1990-01-25,1990,Pre,https://en.wikipedia.org/wiki/Alexandre_Hay,17879338,882070,2008-06-11,1990-01-25,2008,1990,Companion of the Order of Australia,Australia Day 1990 Honours List,HG,For eminent service to humanity at large.,Swiss lawyer and President of the International Committee of the Red Cross (1919-1991),1,2001-01-15,2001,2008,2704,7,2008-W24,2001-W03,386
Alf Garland,Male,Yes,AM,NSW,1980-01-25,1980,Pre,https://en.wikipedia.org/wiki/Alf_Garland,15351535,879495,2008-01-22,1980-01-25,2008,1980,Member of the Order of Australia,Australia Day 1980 Honours List,M,"In recognition of service to the Australian Army, particularly in the administrative of Field Force Command",Australian Army officer and National President of the Returned and Services League of Australia,1,2001-01-15,2001,2008,2563,7,2008-W04,2001-W03,366
Alf Howard,Male,Yes,AM,QLD,1998-01-25,1998,Pre,https://en.wikipedia.org/wiki/Alf_Howard,28017301,881467,2010-07-13,1998-01-25,2010,1998,Member of the Order of Australia,Australia Day 1998 Honours List,G,"FOR SERVICE TO SCIENCE THROUGH ANTARCTIC EXPLORATION AS A MEMBER OF THE BRITISH AUSTRALIAN NEW ZEALAND ANTARCTIC RESEARCH EXPEDITION (1929-1931), FOR HIS WORK ON FOOD TECHNOLOGY AND PRESERVATION, AND FOR HIS CONTRIBUTION TO  STATISTICAL DESIGN. AM S14 199",Australian scientist,1,2001-01-15,2001,2010,3466,9,2010-W28,2001-W03,495
Alf Morris,Male,Yes,AO,Other,1991-02-07,1991,Pre,https://en.wikipedia.org/wiki/Alf_Morris,4051266,882132,2006-01-08,1991-02-07,2006,1991,Officer of the Order of Australia,NA,HG,For service to Australian/British relations.,British politician (1928-2012),1,2001-01-15,2001,2006,1819,5,2006-W01,2001-W03,259
Alf Rattigan,Male,Yes,AO,ACT,1992-01-25,1992,Pre,https://en.wikipedia.org/wiki/Alf_Rattigan,42505187,884986,2014-04-16,1992-01-25,2014,1992,Officer of the Order of Australia,Australia Day 1992 Honours List,G,AO/AUST DAY 1992 (GENERAL DIVISION) FOR PUBLIC SERVICE. OBE NY 1960. CBE NY 1964.,Australian public servant (1911-2000),1,2001-01-15,2001,2014,4839,13,2014-W16,2001-W03,691
Alfred Lionel Rose,Male,Yes,AM,NT,1978-01-25,1978,Pre,https://en.wikipedia.org/wiki/Alfred_Lionel_Rose,50911201,885666,2016-06-24,1978-01-25,2016,1978,Member of the Order of Australia,Australia Day 1978 Honours List,G,AM. OBE. ED. (FORMER REF LT COL AL ROSE. NX 34700 1 AUST COMB OPS SEC). OBE 6/3/1947. AM AUST DAY 1978. FOR PUBLIC SERVICE AND FOR SERVICES TO PRIMARY INDUSTRY AND TO THE COMMUNITY,"(1898-1980) veterinarian, army officer and public servant",1,2001-01-15,2001,2016,5639,15,2016-W25,2001-W03,805
