AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2010375,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Robert Michael FRESHFIELD,Robert Michael,FRESHFIELD,Merrylands,NSW,2160,Australia Day 2022 Honours List,G,,For service to veterans and their families.,"New South Wales Branch, Vietnam Veterans, Peacekeepers and Peacemakers Association of AustraliaTreasurer, since 2013.Junior Vice-President, 2003-2007.Website Author, since 2010.Editor, Quarterly Newsletter/Journal, since 2010, and 2001-2006.Committee Member, since 2010, and 2001-2006.Pensions/Welfare Officer, since 2000.Membership Volunteer, 1987-1994.Life Member, Peacekeepers and Peacemakers Association of Australia, 2015. Merrylands Sub-Branch, Returned and Services League of AustraliaPresident, 2007-2009.Vice-President, 2004-2006.Editor and Publisher, Sub-Branch Newsletter, 2004-2009.Member, Ceremony and Celebrations Committee, 2004-2009.Club Limited Director, 2006-2009, and 2001-2002.Pension Officer, Advocate and Mentor, 2000-2010.Military ServiceMember, Australian Regular Army, 1970-1972.Awards and Recognition include:Certificate of Appreciation, New South Wales Branch, Returned and Services League of Australia, 2009.Certificate of Appreciation, Department of Veterans Affairs, 2004."
2010376,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Reverend Colin William RUSH,Colin William,RUSH,Lake Albert,NSW,2650,Australia Day 2022 Honours List,G,,For service to the community of Wagga Wagga.,"ChurchFounding Rector, Holy Cross Anglican Church, Hackett, 1960's.Former Lay Reader, All Saints' Anglican Church.Former Assistant Priest, Provisional District of Holy Cross.Former Celebrant for Church Services, The Rock Anglican Parish.Former Leader and Member, St Johns Anglican Church Choir.Chair, Bungarimbal Family & Children Services. 1997 - 2000. CommunityCouncillor, Wagga Wagga City Council, 1987- 1995.Councillor, Southern Riverina Electricity & Water County Council, 1991 - 1995.Member, Riverina Regional Library Services, 1990 - 1995.Former Chair, Gumly Gumly Private Irrigation District, 1994 - 1999.Former Member & President, Gumly Gumly Progress Association.Member, Cantilena Singers, current.Former Member, Wollundry Singers.Former Secretary, Wagga Wagga Community Resource Centre. Former President, Wagga Pro Musica.Volunteer, Wagga Wagga Carevan Inc., current     Ex-Service WelfareBoard Member, Legacy Club of Wagga Wagga Inc.,  2007-2008, and Member since 2003.Past Executive Member and current Member The Rock Sub-Branch, Returned and Services League of Australia.Chaplain - RAAF  Citizens' Air Force, 1967 - 1972; Permanent Air Force 1972 - 1983. St Vincent de PaulFormer Volunteer, Micah House.Former Volunteer, Edel Quinn Support Services. OtherFormer Officer in Charge, Defence Apprentices Club at RAAF Base, Wagga Wagga.Former Manager, Defence Forces Credit Union,  RAAF Wagga Branch. Awards and Recognition include:Defence Long Service Medal.National Medal.Australian Defence Medal."
2010377,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Julia SPICER,Julia,SPICER,Goondiwindi,QLD,4390,Australia Day 2022 Honours List,G,,For service to the community through a range of organisations.,"Business and ConsultingFounder and Director, Engage and Create Consulting, since 2012.Founder and Director, Goondiwindi Business Hub, since 2013. Founder and Director, The House 4390, since 2020 Land and Environment Chair, Australian Land Management Group, 2013-2015.Catchment Team Coordinator, Border Rivers, Queensland Murray Darling Committee, 2011-2012, 2006-2009.Principal Project Officer, NRM Services, Swift NRM, 2009-2011.Landcare Coordinator, Mitchell and District Regional Landcare Association, Mitchell, 2003-2006.Northern Australia Vegetable Industry Development Officer, Queensland Fruit and Vegetable Growers, Brisbane, 2002-2003. Rural Business AdvocateMember, Queensland Innovation Advisory Council, present.Member, Queensland Small Business Advisory Council, 2016 - 2020.Secretary, Darling Downs and South West, Regional Development Australia, 2015 - 2020. Community Other Activator, SheEO, since 2018.President, Care Goondiwindi 2015 - 2017.Committee Member, Tie up the Black Dog, current.Member, Queensland Rural Regional Remote Women's Network.Awards and Recognition100 Women of Influence, Australian Financial Review, Finalist in community category, 2018.100 Faces of Small Business, Queensland Government, 2018.Small Business Owner of the Year, QRRRWN, 2017.Women of Influence in Agribusiness, 2014.Queensland Leadership, Social Leadership Australia, 2011-2012."
2010378,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Helen Joy TRIGG,Helen Joy,TRIGG,Drysdale,VIC,3222,Australia Day 2022 Honours List,G,,For service to the community through a range of roles.,"Order of St John of John of Jerusalem Knights Hospitaller Dame of Honour, Grand Priory of Australasia.Victorian Priory Herald, current.Crucifer, Church Parades and Investitures.Member, since 2007. Australian Navy Cadets, Royal Australian NavyFormer Deputy Director of Culture and Wellbeing.Former State Training Officer.Former Chair, Fairness and Resolution Agency.Member, since 1995. Rotary District 9780District Governor, 2011-2012.Assistant Governor Group 9 Clubs, 2007-2010.Chair of District Interact Committee, 2008-2010.Member, Young Rotary Program in Schools. Rotary Club of Ocean GrovePresident, 2005-2006.Vice-President, 2004-2005.Director, The Rotary Foundation, 2004-2005.Director, International Services, 2003-2004.Director, Community Services, 2001-2004.Member, Ocean Grove, 2001-2015.Paul Harris Fellow, 2009. Sapphire Pin. OtherMember, Chaplaincy Team, Geelong Sub-Branch, Returned and Services League of Australia, current.Councillor, Borough of Kerang Council, 1983-1985.Former Canteen Owner/Operator, Girton Grammar School Bendigo."
2010368,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Miss Alexandra Charlotte WATSON,Alexandra Charlotte,WATSON,,VIC,,Australia Day 2022 Honours List,HP,,For service to information technology.,"Code Like a GirlChief Executive Officer, since 2015.Founder, 2015.Other Venture, SheEO, since 2019.ProfessionalSenior Software Developer, Deepend, 2015-2017.Software Developer, Huckleberry Agency, 2014.Software Developer, Screenmedia Design Ltd, 2011-2014.Graduate Development Engineer, Gael Ltd, 2010-2011.Software Engineer, Amor Group, 2010.Awards and recognition include:Amazon Web Services, Community Champion Award, 2018.Australia's Nine Most Influential Female Entrepreneurs, The Sydney Morning Herald, 2017.Gold Disruptor Award, Australian Computer Society, 2016.B&T Women in Media Award for Technology, 2016.#TechDiversity Award, 2016 and 2017.Pause Fest, Prodigy Award."
2010369,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Louise MAHONEY,Louise,MAHONEY,Wahroonga,NSW,2076,Australia Day 2022 Honours List,G,,For service to the community through charitable organisations.,"Dreams2Live4Chief Executive Officer and Dream Maker, since 2009."
2010364,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Susan Kathryn DAY,Susan Kathryn,DAY,Cheltenham,NSW,2119,Australia Day 2022 Honours List,G,,For service to the community through a range of organisations.,"WISEKidsWORLDCo-Founder, since 2014. Epping Boys High School Parents and Citizens AssociationPresident, 2015-2018.Secretary, 2013-2014. Beecroft Public School Parents and Citizens AssociationPresident, 2008-2012.Secretary, 2006-2007.Life Member, 2013. CommunityFundraiser, Mary MacKillop Foundation, Room to Read, 100% Hope, and Yegeli School Papua New Guinea. Secretary, Beecroft Soccer Club, 2012-2013.President, Beecroft Cheltenham Scout Group, 2012-2014.Charity Dinner Organiser, 2011-2014.Organiser, Festival of Music, Royal North Shore Hospital, 2016-2020. ProfessionalHealth Manager, Royal North Shore Hospital, Northern Sydney Local Health District, since 2003. Awards and Recognition include:NSW Public Schools Gordon Network Award, 2019.Joint Winner, Senior Champion of the Year, Innate Power of Women Forum, 2020.NSW Community Service Award, 2017."
2010365,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Lynne FOLSTER,Lynne,FOLSTER,Lara,VIC,3212,Australia Day 2022 Honours List,G,,For service to the community through a range of organisations.,"Australia Cambodia Foundation (also known as Sunrise Cambodia)Treasurer, 1990-2000s.Board Member, 1990-2000s.Volunteer, since 1997.Lara Lions ClubFounding Coordinator, Lara Drop-in Centre, since 2016.Founding Member, Homeward Bound Project, since 2016.Member, since 2009.OtherVolunteer, Jirrahlinga Koala and Animal Sanctuary, 2008-2016.Member, Ocean Grove Lions Club, 2003-2008.Volunteer, Adolescent Community Placement Program, BAYSA Youth Services, 1998-2002.Employment Coordinator, Australian Multicultural Education Service, 2000s.Proprietor, Telephone Power, 1990s.Recruiting Officer, various government agencies 1976-1995.Lara Lions Club - current.Awards and Recognition include:Lions Club Award, Lara Lions Club, 2010."
2010366,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Sophie Alice SMITH,Sophie Alice,SMITH,Coogee,NSW,2034,Australia Day 2022 Honours List,G,,For service to the community through charitable organisations.,"Running for Premature Babies FoundationManaging Director, since 2017 Co-Founder, 2007.Co-Author, Sophie's Boys, 2018. Awards and RecognitionNew South Wales Local Hero, Australian of the Year Awards, 2019.Coogee Woman of the Year, Electorate of Coogee, 2018.Australia Day Community Service Award, City of Randwick, 2017.Vi Robbins Volunteer of the Year, Electorate of Kingsford Smith, 2016.Australia Day Commendation, City of Randwick, 2014."
2010338,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Criss CANNING,Criss,CANNING,Ascot,VIC,3364,Australia Day 2022 Honours List,G,,For service to the visual arts.,"The ArtsStill-life painter. Solo exhibitionsCriss Canning, Smith and Singer, Melbourne, 2020.Criss Canning, Sothebys Australia, Melbourne, 2018Criss Canning, ‘New Works from the Studio‘, Mossgreen Gallery, Melbourne, 2016.Criss Canning, Savill Galleries, Sydney, 2013. Criss Canning, ‘Poppies and Other Miracles’, Metro Gallery, Melbourne, 2012.Criss Canning, Philip Bacon Galleries, Brisbane, 2010.Criss Canning, Metro 5, Melbourne, 2008.Criss Canning, Major Retrospective, Ballarat Regional Art Gallery, Victoria 2007.Criss Canning, Major Retrospective, Mornington Peninsula Gallery, Victoria 2007.Criss Canning, Philip Bacon Galleries, Brisbane, 2006.Criss Canning, Gould Galleries, Sydney, 2004.Criss Canning, Gould Galleries, Melbourne, 2002.Criss Canning, Philip Bacon Galleries, Brisbane, 2001.Criss Canning, ‘Recent Works’, Gould Galleries, Sydney, 1999.Criss Canning, ‘Reflecting on Still Life’, Gould Galleries, Sydney, 1998.Criss Canning, ‘In and Around Burnside’, Gould Galleries, Melbourne, 1995.Criss Canning, Melbourne Fine Art Gallery, Melbourne, 1991.Criss Canning, Melbourne Art Exchange, Melbourne, 1987-1989.Criss Canning, Impressions of Greece‘, Melbourne Art Exchange, Melbourne, 1986.Criss Canning, Melbourne Art Exchange, Melbourne, 1983-1985.Criss Canning, Hut Gallery, Victoria, 1983.Criss Canning, Paintings and Drawings, Fiveways Galleries, Victoria, 1982. Group exhibitionsContemporary Gallery Artists , Browse and Darby, London ,UKChristmas Show, Browse and Darby , London ,UK 2007Directors Choice , Gould Galleries, Melbourne 2006Swinburne Eclectics Exhibition , Melbourne,2005Directors Choice, Gould Galleries, Melbourne 2005Favourites, Margaret Olley and Geoffrey Smart Selections ,S.H. Irvin Gallery, Sydney 2002The Blooming Exhibition, Ballarat, Regional Art Gallery 1996Theres Still Life, Ballarat Regional Art Gallery , Victoria 1985Australian Women Artists , Melbourne Fine Art Gallery 1993Melbourne Fine Art Gallery 1992Australian Women Artists , Melbourne Fine Art Gallery 1992Gould Galleries Hong Kong 1991-97Views and Visions , Greenhill Gallery ,South Australia 1991Australian Flower Paintings , Trevor Bussell Gallery, Sydney 1990Melbourne Art Exchange 1987-88Canberra Portraits of Australia: The Doug Moran , National Gallery of Australia 1988Doug Moran Award (finalist) 1987A.M.E. Bale Award Exhibition (prize awarded by Sir William Dargie), 1986.Works in public galleries‘Homage to Carlo Scarpa’, Ballarat Art Gallery, Victoria, 2018.‘Water Lilies’, Castlemaine Art Gallery and Historical Museum, 2013. (Purchased to celebrate centenary of founding of the Gallery).’Red Tulips with Kimono Backdrop’, Ballarat Art Gallery, Victoria, 2010.‘Summer 2006’, Ballarat Art Gallery, Victoria, 2007. ‘Hakea and Other Seed Pods’, Ballarat Art Gallery, Victoria, 2007.‘Banksia Cones and Seed Pods‘, Castlemaine Art Gallery.‘Banksia Cones and Seed Pods’, National Gallery, Canberra, 2007.‘Banksia Cones and Seed Pods‘, Cairns Art Gallery, 2006.‘Banksia Cones and Seed Pods’, Ballarat Art Gallery, Victoria, 2005.‘Waratah in a Green Jug’, Art Gallery of New South Wales, Sydney, 2000. (Gifted by Margaret Olley).Artbank. OtherSponsor, The Four Seasons Music Festival.Supporter, St Mary's House of Welcome.Berry Street Babies Home, Melbourne, current.Ballarat Art Gallery.Choral Scholarship for young singer, Ballarat Anglican Cathedral."
2010342,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Philippa Dion GRAHAM,Philippa Dion,GRAHAM,Cremorne,NSW,2090,Australia Day 2022 Honours List,G,,"For service to the creative arts, particularly as a sculptor.","Sculpture on the Farm IncFounder and Chair, Sculpture on the Farm, Dungog since 2018. The Sculptors Society Committee Member, 2016-2019. Dungong Arts FoundationDirector, since 2017. Dunmore Lang College, Macquarie UniversityBoard Chair, 2006-2010.Deputy Board Chair, 2002-2006.Project Manager, 2001-2002. Pymble Ladies College President, Ex-Students Union, 1996-1999.Inaugural Development Officer. 1990-1991. OtherChair, Property and Finance Committee, 2001-2012.Project Manager, Re-development of Pymble Uniting Church, 1993-2003.Chair, Highfields School, Lindfield, NSW, 1985-1986.Board Member, Highfields School, Lindfield, 1983-1990."
